dataset,is_primary,comparison_type,left_method,right_method,left_budget,right_budget,prompts,mean_tokens_per_second_diff,tokens_per_second_diff_ci_low,tokens_per_second_diff_ci_high,mean_relative_pct_diff,mean_baseline_normalized_speedup_diff,baseline_normalized_speedup_diff_ci_low,baseline_normalized_speedup_diff_ci_high,improve_prompts,tie_prompts,hurt_prompts
MT-Native,False,controlled,DFlash2-Pairwise-K16-B64,DFlash2-Unary-K16-B64,64,64,4,4.4682342411106575,-0.7152827685965377,9.651751250817853,4.627420518680114,nan,nan,nan,2,0,2
MT-Native,False,cross_drafter,DFlash2-Pairwise-K16-B16,Raw-DFlash,16,,4,-8.28036588115637,-37.2234281083764,8.561368694048724,-1.5491274015731484,-0.13480301037431147,-0.7050575567688027,0.1893688332103865,3,0,1
MT-Native,False,cross_drafter,DFlash2-Pairwise-K16-B16,DFlash-Original-DDTree-B16,16,16,4,-23.565081988605307,-38.502120510465446,-11.192772430897527,-16.00736170668217,-0.4274597106132895,-0.7327261109482532,-0.1871610529809863,0,0,4
MT-Native,False,cross_drafter,DFlash2-Pairwise-K16-B32,Raw-DFlash,32,,4,0.18551826220221201,-23.80713519501625,15.54912262624767,5.554329107316952,0.029188211297440148,-0.4498752320193451,0.32871352454411024,3,0,1
MT-Native,False,cross_drafter,DFlash2-Pairwise-K16-B32,DFlash-Original-DDTree-B32,32,32,4,-19.775190283685042,-30.746428079324353,-9.385523415530749,-13.058384325841224,-0.3531982429891974,-0.5851030594620665,-0.15036301005680797,0,0,4
MT-Native,False,cross_drafter,DFlash2-Pairwise-K16-B64,Raw-DFlash,64,,4,9.839181887302505,-14.460696793860524,24.928103116451716,15.306207361197071,0.2171933754823091,-0.2652328597885355,0.5233669973247114,3,0,1
MT-Native,False,cross_drafter,DFlash2-Pairwise-K16-B64,DFlash-Original-DDTree-B64,64,64,4,-29.59769667494356,-63.26316199072783,-3.3467876778790036,-14.584265674768764,-0.5394834043988579,-1.2111785168100218,-0.020699362893506434,1,0,3
MT-Native,False,within_family_vs_sequential,Raw-DFlash,Sequential-Baseline,,,4,67.81560380261283,30.305878189261186,123.13745214529163,130.28832635130237,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash-Original-DDTree-B16,Sequential-Baseline,16,,4,83.10031991006176,48.62755202503229,125.80193790334812,159.55399637520017,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash-Original-DDTree-B32,Sequential-Baseline,32,,4,87.77631234850007,51.735560446740706,132.04524731751445,168.52697177996612,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash-Original-DDTree-B64,Sequential-Baseline,64,,4,107.25248236485889,59.72215180600446,170.361057023918,205.95600433941905,nan,nan,nan,4,0,0
MT-Native,False,controlled,DFlash-Original-DDTree-B16,Raw-DFlash,16,,4,15.284716107448936,2.6644857580565002,25.137867525691732,16.69173043265152,nan,nan,nan,3,0,1
MT-Native,False,controlled,DFlash-Original-DDTree-B32,Raw-DFlash,32,,4,19.960708545887254,8.907795172222809,29.54464820795944,21.00546921809633,nan,nan,nan,4,0,0
MT-Native,False,controlled,DFlash-Original-DDTree-B64,Raw-DFlash,64,,4,39.436878562246065,29.416273616743275,48.014266518739625,34.68909475310883,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,Raw-DFlash2,Sequential-Baseline,,,4,42.32673919092616,25.56348935032748,67.09697379760811,82.04914372233745,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B7,Sequential-Baseline,7,,4,47.56718631513605,28.867389870142183,75.89655635959406,92.19758516673458,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B16,Sequential-Baseline,16,,4,58.70728021277913,37.176996790503104,90.71812996477878,113.81994979663867,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B32,Sequential-Baseline,32,,4,64.93215923301695,42.61135835190054,92.12204981678391,125.95743991454052,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B64,Sequential-Baseline,64,,4,68.55706506894089,40.20954001254046,102.80150819980868,132.9446840697643,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B7,Sequential-Baseline,7,,4,50.23198339543094,35.105311697652326,70.37678947892698,97.45172642392015,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B16,Sequential-Baseline,16,,4,60.22242061836506,35.01691227171949,87.58785609040848,116.80802531387121,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B32,Sequential-Baseline,32,,4,68.68830476172364,41.02288193129091,101.45362087326211,133.20714748104638,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B64,Sequential-Baseline,64,,4,78.34196838682392,55.837068271027405,107.25269666826219,152.00766389953327,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Unary-K16-B32,Sequential-Baseline,32,,4,65.66974859078566,43.36020054904334,91.01065102938426,127.40605276601163,nan,nan,nan,4,0,0
MT-Native,False,within_family_vs_sequential,DFlash2-Unary-K16-B64,Sequential-Baseline,64,,4,73.87373414571327,46.48966446021015,108.11709152067047,143.2785420970965,nan,nan,nan,4,0,0
