dataset,is_primary,comparison_type,left_method,right_method,left_budget,right_budget,prompts,mean_tokens_per_second_diff,tokens_per_second_diff_ci_low,tokens_per_second_diff_ci_high,mean_relative_pct_diff,mean_baseline_normalized_speedup_diff,baseline_normalized_speedup_diff_ci_low,baseline_normalized_speedup_diff_ci_high,improve_prompts,tie_prompts,hurt_prompts
MT-Bench-native,False,controlled,DFlash2-Pairwise-K16-B7,Raw-DFlash2,7,,80,5.681731005888038,4.241739909008335,7.08352713073231,6.2308887314989105,nan,nan,nan,64,0,16
MT-Bench-native,False,controlled,DFlash2-Pairwise-K16-B32,DFlash2-Unary-K16-B32,32,32,80,9.31185173019712,7.148373942311384,11.393885069745165,7.0785264922631255,nan,nan,nan,71,0,9
MT-Bench-native,False,controlled,DFlash2-Pairwise-K16-B64,DFlash2-Unary-K16-B64,64,64,80,10.375236794572752,8.343494378366888,12.441715285844499,7.454078101418529,nan,nan,nan,72,0,8
MT-Bench-native,False,cross_drafter,DFlash2-Pairwise-K16-B16,Raw-DFlash,16,,80,-15.317452293649861,-24.461829190344776,-6.59722594125567,-1.8308857013226452,-0.27957521270358693,-0.4541384179817474,-0.12094181535380548,44,0,36
MT-Bench-native,False,cross_drafter,DFlash2-Pairwise-K16-B16,DFlash-Original-DDTree-B16,16,16,80,-40.29426216668829,-49.33184070654282,-31.82313884588473,-18.64205615333982,-0.7592372552857578,-0.9304723950478259,-0.6009036824580567,0,0,80
MT-Bench-native,False,cross_drafter,DFlash2-Pairwise-K16-B32,Raw-DFlash,32,,80,-6.951902320885557,-16.898204780624514,1.896822650685857,5.3707358697032195,-0.11853120480792878,-0.29610120080526736,0.04520620587363838,50,0,30
MT-Bench-native,False,cross_drafter,DFlash2-Pairwise-K16-B32,DFlash-Original-DDTree-B32,32,32,80,-44.98891482184408,-55.27606668341934,-35.60885216536968,-19.166283453430374,-0.8490382617965,-1.0340045713551245,-0.6744879248289866,1,0,79
MT-Bench-native,False,cross_drafter,DFlash2-Pairwise-K16-B64,Raw-DFlash,64,,80,-2.0394215562476794,-11.68734529441105,6.774492054429622,9.115994732931595,-0.023725519783960397,-0.1984668098302325,0.13817916572904498,53,0,27
MT-Bench-native,False,cross_drafter,DFlash2-Pairwise-K16-B64,DFlash-Original-DDTree-B64,64,64,80,-53.29898985785756,-64.20557480801638,-43.29092968537712,-21.77872793335495,-1.008154278340359,-1.2157549579050484,-0.81539054956845,1,0,79
MT-Bench-native,False,within_family_vs_sequential,Raw-DFlash,Sequential-Baseline,,,80,100.89915391514192,84.8965838515169,117.61392889580421,193.68868585123886,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash-Original-DDTree-B16,Sequential-Baseline,16,,80,125.87596378818037,110.30489495014746,142.48321672132104,241.65489010945595,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash-Original-DDTree-B32,Sequential-Baseline,32,,80,138.93616641610043,122.31247188397018,156.44860229868578,266.739391550096,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash-Original-DDTree-B64,Sequential-Baseline,64,,80,152.1587222167518,134.47954217659276,170.88923766317254,292.1315617068787,nan,nan,nan,80,0,0
MT-Bench-native,False,controlled,DFlash-Original-DDTree-B16,Raw-DFlash,16,,80,24.976809873038434,22.54633655127083,27.394400642394032,20.01760003075462,nan,nan,nan,77,0,3
MT-Bench-native,False,controlled,DFlash-Original-DDTree-B32,Raw-DFlash,32,,80,38.03701250095851,34.8950832461975,41.105011284073846,29.394668685329513,nan,nan,nan,78,0,2
MT-Bench-native,False,controlled,DFlash-Original-DDTree-B64,Raw-DFlash,64,,80,51.259568301609875,47.1926997543245,55.38113856788524,38.64686089996679,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,Raw-DFlash2,Sequential-Baseline,,,80,67.2687667940078,58.59474429969229,76.16553205856466,130.0813284069332,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B7,Sequential-Baseline,7,,80,68.44082200296872,60.77665102326856,76.42264407764361,132.28087630000732,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B16,Sequential-Baseline,16,,80,78.5530534226588,70.88279998554017,86.30499866632718,151.7952284657324,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B32,Sequential-Baseline,32,,80,83.44182988091379,75.80572691880941,91.2264347778198,161.21916951645852,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Original-DDTree-B64,Sequential-Baseline,64,,80,80.3316389383001,73.02853073472374,87.81513534096683,155.18248002795647,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B7,Sequential-Baseline,7,,80,72.95049779989584,65.05707408553673,81.29770604909189,140.99907419798865,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B16,Sequential-Baseline,16,,80,85.75690608904611,77.42279280196753,94.36708181873313,165.73116458088015,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B32,Sequential-Baseline,32,,80,94.12245606181042,86.03651582845308,102.1652027337419,181.83556537044598,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Pairwise-K16-B64,Sequential-Baseline,64,,80,99.0349368264483,90.8514615642137,107.54499051174092,191.3161338728428,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Unary-K16-B32,Sequential-Baseline,32,,80,84.8106043316133,76.99207847972286,92.7085612269202,163.86195767910436,nan,nan,nan,80,0,0
MT-Bench-native,False,within_family_vs_sequential,DFlash2-Unary-K16-B64,Sequential-Baseline,64,,80,88.65970003187553,81.17196947279442,96.6406966441208,171.26067341499237,nan,nan,nan,80,0,0
