scope,method,budget,depth,hits,N,coverage
realized,Pairwise-MassPreserving,256,4,1579,1898,0.8319283456269758
realized,Pairwise-MassPreserving,256,5,1428,1895,0.7535620052770449
realized,Pairwise-MassPreserving,256,6,1277,1895,0.6738786279683378
realized,Pairwise-MassPreserving,256,7,1111,1887,0.5887652358240594
realized,Pairwise-after-root,1,1,1695,1913,0.8860428646105594
realized,Pairwise-after-root,1,2,0,1909,0.0
realized,Pairwise-after-root,1,3,0,1902,0.0
realized,Pairwise-after-root,1,4,0,1898,0.0
realized,Pairwise-after-root,1,5,0,1895,0.0
realized,Pairwise-after-root,1,6,0,1895,0.0
realized,Pairwise-after-root,1,7,0,1887,0.0
realized,Pairwise-after-root,2,1,1724,1913,0.9012023000522739
realized,Pairwise-after-root,2,2,1438,1909,0.753273965426925
realized,Pairwise-after-root,2,3,0,1902,0.0
realized,Pairwise-after-root,2,4,0,1898,0.0
realized,Pairwise-after-root,2,5,0,1895,0.0
realized,Pairwise-after-root,2,6,0,1895,0.0
realized,Pairwise-after-root,2,7,0,1887,0.0
realized,Pairwise-after-root,4,1,1763,1913,0.9215891270256142
realized,Pairwise-after-root,4,2,1530,1909,0.8014667365112624
realized,Pairwise-after-root,4,3,1225,1902,0.6440588853838065
realized,Pairwise-after-root,4,4,970,1898,0.5110642781875658
realized,Pairwise-after-root,4,5,0,1895,0.0
realized,Pairwise-after-root,4,6,0,1895,0.0
realized,Pairwise-after-root,4,7,0,1887,0.0
realized,Pairwise-after-root,7,1,1813,1913,0.9477260846837429
realized,Pairwise-after-root,7,2,1615,1909,0.8459926663174437
realized,Pairwise-after-root,7,3,1359,1902,0.7145110410094637
realized,Pairwise-after-root,7,4,1115,1898,0.5874604847207587
realized,Pairwise-after-root,7,5,860,1895,0.45382585751978893
realized,Pairwise-after-root,7,6,654,1895,0.34511873350923483
realized,Pairwise-after-root,7,7,483,1887,0.2559618441971383
realized,Pairwise-after-root,8,1,1825,1913,0.9539989545216937
realized,Pairwise-after-root,8,2,1639,1909,0.8585646935568361
realized,Pairwise-after-root,8,3,1401,1902,0.7365930599369085
realized,Pairwise-after-root,8,4,1154,1898,0.6080084299262382
realized,Pairwise-after-root,8,5,922,1895,0.48654353562005276
realized,Pairwise-after-root,8,6,702,1895,0.3704485488126649
realized,Pairwise-after-root,8,7,537,1887,0.2845786963434022
realized,Pairwise-after-root,16,1,1862,1913,0.9733403031887088
realized,Pairwise-after-root,16,2,1725,1909,0.9036144578313253
realized,Pairwise-after-root,16,3,1527,1902,0.8028391167192429
realized,Pairwise-after-root,16,4,1323,1898,0.6970495258166491
realized,Pairwise-after-root,16,5,1124,1895,0.5931398416886543
realized,Pairwise-after-root,16,6,923,1895,0.48707124010554087
realized,Pairwise-after-root,16,7,752,1887,0.3985161632220456
realized,Pairwise-after-root,32,1,1874,1913,0.9796131730266597
realized,Pairwise-after-root,32,2,1780,1909,0.9324253535882661
realized,Pairwise-after-root,32,3,1592,1902,0.8370136698212408
realized,Pairwise-after-root,32,4,1418,1898,0.7471022128556375
realized,Pairwise-after-root,32,5,1240,1895,0.6543535620052771
realized,Pairwise-after-root,32,6,1072,1895,0.5656992084432718
realized,Pairwise-after-root,32,7,893,1887,0.4732379438261791
realized,Pairwise-after-root,64,1,1890,1913,0.9879769994772608
realized,Pairwise-after-root,64,2,1814,1909,0.9502357255107386
realized,Pairwise-after-root,64,3,1648,1902,0.8664563617245006
realized,Pairwise-after-root,64,4,1492,1898,0.78609062170706
realized,Pairwise-after-root,64,5,1331,1895,0.7023746701846966
realized,Pairwise-after-root,64,6,1161,1895,0.612664907651715
realized,Pairwise-after-root,64,7,1008,1887,0.534181240063593
realized,Pairwise-after-root,128,1,1898,1913,0.9921589127025614
realized,Pairwise-after-root,128,2,1838,1909,0.962807752750131
realized,Pairwise-after-root,128,3,1696,1902,0.8916929547844374
realized,Pairwise-after-root,128,4,1541,1898,0.8119072708113804
realized,Pairwise-after-root,128,5,1397,1895,0.737203166226913
realized,Pairwise-after-root,128,6,1229,1895,0.6485488126649076
realized,Pairwise-after-root,128,7,1068,1887,0.5659777424483307
realized,Pairwise-after-root,256,1,1904,1913,0.9952953476215368
realized,Pairwise-after-root,256,2,1849,1909,0.9685699319015191
realized,Pairwise-after-root,256,3,1725,1902,0.9069400630914827
realized,Pairwise-after-root,256,4,1580,1898,0.8324552160168599
realized,Pairwise-after-root,256,5,1441,1895,0.7604221635883905
realized,Pairwise-after-root,256,6,1285,1895,0.6781002638522428
realized,Pairwise-after-root,256,7,1120,1887,0.59353471118177
realized,DFlash2-GreedyPath,1,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,1,2,0,1909,0.0
realized,DFlash2-GreedyPath,1,3,0,1902,0.0
realized,DFlash2-GreedyPath,1,4,0,1898,0.0
realized,DFlash2-GreedyPath,1,5,0,1895,0.0
realized,DFlash2-GreedyPath,1,6,0,1895,0.0
realized,DFlash2-GreedyPath,1,7,0,1887,0.0
realized,DFlash2-GreedyPath,2,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,2,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,2,3,0,1902,0.0
realized,DFlash2-GreedyPath,2,4,0,1898,0.0
realized,DFlash2-GreedyPath,2,5,0,1895,0.0
realized,DFlash2-GreedyPath,2,6,0,1895,0.0
realized,DFlash2-GreedyPath,2,7,0,1887,0.0
realized,DFlash2-GreedyPath,4,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,4,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,4,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,4,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,4,5,0,1895,0.0
realized,DFlash2-GreedyPath,4,6,0,1895,0.0
realized,DFlash2-GreedyPath,4,7,0,1887,0.0
realized,DFlash2-GreedyPath,7,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,7,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,7,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,7,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,7,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,7,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,7,7,568,1887,0.3010068892421834
realized,DFlash2-GreedyPath,8,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,8,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,8,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,8,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,8,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,8,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,8,7,568,1887,0.3010068892421834
realized,DFlash2-GreedyPath,16,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,16,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,16,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,16,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,16,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,16,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,16,7,568,1887,0.3010068892421834
realized,DFlash2-GreedyPath,32,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,32,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,32,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,32,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,32,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,32,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,32,7,568,1887,0.3010068892421834
realized,DFlash2-GreedyPath,64,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,64,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,64,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,64,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,64,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,64,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,64,7,568,1887,0.3010068892421834
realized,DFlash2-GreedyPath,128,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,128,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,128,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,128,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,128,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,128,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,128,7,568,1887,0.3010068892421834
realized,DFlash2-GreedyPath,256,1,1694,1913,0.8855201254573968
realized,DFlash2-GreedyPath,256,2,1440,1909,0.7543216343635412
realized,DFlash2-GreedyPath,256,3,1202,1902,0.6319663512092534
realized,DFlash2-GreedyPath,256,4,1024,1898,0.5395152792413066
realized,DFlash2-GreedyPath,256,5,848,1895,0.4474934036939314
realized,DFlash2-GreedyPath,256,6,696,1895,0.36728232189973614
realized,DFlash2-GreedyPath,256,7,568,1887,0.3010068892421834
realized,Oracle-Lattice,1,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,1,2,0,1909,0.0
realized,Oracle-Lattice,1,3,0,1902,0.0
realized,Oracle-Lattice,1,4,0,1898,0.0
realized,Oracle-Lattice,1,5,0,1895,0.0
realized,Oracle-Lattice,1,6,0,1895,0.0
realized,Oracle-Lattice,1,7,0,1887,0.0
realized,Oracle-Lattice,2,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,2,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,2,3,0,1902,0.0
realized,Oracle-Lattice,2,4,0,1898,0.0
realized,Oracle-Lattice,2,5,0,1895,0.0
realized,Oracle-Lattice,2,6,0,1895,0.0
realized,Oracle-Lattice,2,7,0,1887,0.0
realized,Oracle-Lattice,4,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,4,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,4,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,4,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,4,5,0,1895,0.0
realized,Oracle-Lattice,4,6,0,1895,0.0
realized,Oracle-Lattice,4,7,0,1887,0.0
realized,Oracle-Lattice,7,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,7,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,7,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,7,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,7,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,7,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,7,7,1286,1887,0.6815050344462109
realized,Oracle-Lattice,8,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,8,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,8,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,8,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,8,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,8,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,8,7,1286,1887,0.6815050344462109
realized,Oracle-Lattice,16,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,16,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,16,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,16,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,16,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,16,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,16,7,1286,1887,0.6815050344462109
realized,Oracle-Lattice,32,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,32,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,32,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,32,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,32,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,32,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,32,7,1286,1887,0.6815050344462109
realized,Oracle-Lattice,64,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,64,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,64,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,64,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,64,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,64,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,64,7,1286,1887,0.6815050344462109
realized,Oracle-Lattice,128,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,128,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,128,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,128,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,128,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,128,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,128,7,1286,1887,0.6815050344462109
realized,Oracle-Lattice,256,1,1909,1913,0.9979090433873498
realized,Oracle-Lattice,256,2,1862,1909,0.9753797799895233
realized,Oracle-Lattice,256,3,1760,1902,0.92534174553102
realized,Oracle-Lattice,256,4,1647,1898,0.8677555321390937
realized,Oracle-Lattice,256,5,1538,1895,0.8116094986807388
realized,Oracle-Lattice,256,6,1412,1895,0.7451187335092349
realized,Oracle-Lattice,256,7,1286,1887,0.6815050344462109
direct,Unary-FullMass,1,1,1695,1913,0.8860428646105594
direct,Unary-FullMass,1,2,0,1690,0.0
direct,Unary-FullMass,1,3,0,1434,0.0
direct,Unary-FullMass,1,4,0,1198,0.0
direct,Unary-FullMass,1,5,0,1023,0.0
direct,Unary-FullMass,1,6,0,848,0.0
direct,Unary-FullMass,1,7,0,691,0.0
direct,Unary-FullMass,2,1,1731,1913,0.9048614741244119
direct,Unary-FullMass,2,2,1385,1690,0.8195266272189349
direct,Unary-FullMass,2,3,0,1434,0.0
direct,Unary-FullMass,2,4,0,1198,0.0
direct,Unary-FullMass,2,5,0,1023,0.0
direct,Unary-FullMass,2,6,0,848,0.0
direct,Unary-FullMass,2,7,0,691,0.0
direct,Unary-FullMass,4,1,1772,1913,0.9262937794040773
direct,Unary-FullMass,4,2,1455,1690,0.8609467455621301
direct,Unary-FullMass,4,3,1128,1434,0.7866108786610879
direct,Unary-FullMass,4,4,885,1198,0.7387312186978298
direct,Unary-FullMass,4,5,0,1023,0.0
direct,Unary-FullMass,4,6,0,848,0.0
direct,Unary-FullMass,4,7,0,691,0.0
direct,Unary-FullMass,7,1,1817,1913,0.9498170412963931
direct,Unary-FullMass,7,2,1508,1690,0.8923076923076924
direct,Unary-FullMass,7,3,1208,1434,0.8423988842398884
direct,Unary-FullMass,7,4,967,1198,0.8071786310517529
direct,Unary-FullMass,7,5,730,1023,0.7135874877810362
direct,Unary-FullMass,7,6,552,848,0.6509433962264151
direct,Unary-FullMass,7,7,418,691,0.6049204052098408
direct,Unary-FullMass,8,1,1831,1913,0.9571353894406691
direct,Unary-FullMass,8,2,1522,1690,0.9005917159763314
direct,Unary-FullMass,8,3,1227,1434,0.8556485355648535
direct,Unary-FullMass,8,4,992,1198,0.8280467445742905
direct,Unary-FullMass,8,5,760,1023,0.7429130009775171
direct,Unary-FullMass,8,6,585,848,0.6898584905660378
direct,Unary-FullMass,8,7,441,691,0.638205499276411
direct,Unary-FullMass,16,1,1864,1913,0.974385781495034
direct,Unary-FullMass,16,2,1570,1690,0.9289940828402367
direct,Unary-FullMass,16,3,1287,1434,0.897489539748954
direct,Unary-FullMass,16,4,1049,1198,0.8756260434056762
direct,Unary-FullMass,16,5,851,1023,0.8318670576735093
direct,Unary-FullMass,16,6,671,848,0.7912735849056604
direct,Unary-FullMass,16,7,507,691,0.7337192474674384
direct,Unary-FullMass,32,1,1879,1913,0.9822268687924726
direct,Unary-FullMass,32,2,1605,1690,0.9497041420118343
direct,Unary-FullMass,32,3,1314,1434,0.9163179916317992
direct,Unary-FullMass,32,4,1088,1198,0.9081803005008348
direct,Unary-FullMass,32,5,903,1023,0.8826979472140762
direct,Unary-FullMass,32,6,717,848,0.8455188679245284
direct,Unary-FullMass,32,7,556,691,0.804630969609262
direct,Unary-FullMass,64,1,1889,1913,0.9874542603240982
direct,Unary-FullMass,64,2,1628,1690,0.9633136094674556
direct,Unary-FullMass,64,3,1342,1434,0.9358437935843794
direct,Unary-FullMass,64,4,1110,1198,0.9265442404006677
direct,Unary-FullMass,64,5,933,1023,0.9120234604105572
direct,Unary-FullMass,64,6,746,848,0.8797169811320755
direct,Unary-FullMass,64,7,583,691,0.8437047756874095
direct,Unary-FullMass,128,1,1897,1913,0.9916361735493988
direct,Unary-FullMass,128,2,1644,1690,0.9727810650887574
direct,Unary-FullMass,128,3,1359,1434,0.9476987447698745
direct,Unary-FullMass,128,4,1126,1198,0.9398998330550918
direct,Unary-FullMass,128,5,958,1023,0.9364613880742912
direct,Unary-FullMass,128,6,768,848,0.9056603773584906
direct,Unary-FullMass,128,7,602,691,0.8712011577424024
direct,Unary-FullMass,256,1,1902,1913,0.9942498693152118
direct,Unary-FullMass,256,2,1657,1690,0.9804733727810651
direct,Unary-FullMass,256,3,1370,1434,0.9553695955369595
direct,Unary-FullMass,256,4,1137,1198,0.9490818030050083
direct,Unary-FullMass,256,5,967,1023,0.9452590420332356
direct,Unary-FullMass,256,6,783,848,0.9233490566037735
direct,Unary-FullMass,256,7,616,691,0.8914616497829233
direct,Unary-Truncated,1,1,1695,1913,0.8860428646105594
direct,Unary-Truncated,1,2,0,1690,0.0
direct,Unary-Truncated,1,3,0,1434,0.0
direct,Unary-Truncated,1,4,0,1198,0.0
direct,Unary-Truncated,1,5,0,1023,0.0
direct,Unary-Truncated,1,6,0,848,0.0
direct,Unary-Truncated,1,7,0,691,0.0
direct,Unary-Truncated,2,1,1731,1913,0.9048614741244119
direct,Unary-Truncated,2,2,1387,1690,0.8207100591715977
direct,Unary-Truncated,2,3,0,1434,0.0
direct,Unary-Truncated,2,4,0,1198,0.0
direct,Unary-Truncated,2,5,0,1023,0.0
direct,Unary-Truncated,2,6,0,848,0.0
direct,Unary-Truncated,2,7,0,691,0.0
direct,Unary-Truncated,4,1,1766,1913,0.9231573444851019
direct,Unary-Truncated,4,2,1452,1690,0.8591715976331361
direct,Unary-Truncated,4,3,1130,1434,0.7880055788005579
direct,Unary-Truncated,4,4,886,1198,0.7395659432387313
direct,Unary-Truncated,4,5,0,1023,0.0
direct,Unary-Truncated,4,6,0,848,0.0
direct,Unary-Truncated,4,7,0,691,0.0
direct,Unary-Truncated,7,1,1808,1913,0.9451123889179299
