round_index,prompt_index,prompt_id,method,depth,representable,entry_budget,censored_above_budget
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,37,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,57,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,False,,False
314,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,34,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,,True
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,,True
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,43,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,,True
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,,True
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,16,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,256,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,,True
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,16,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,256,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,,True
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,False,,False
315,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,26,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,,True
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,31,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,,True
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,2,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,3,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,3,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,5,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,False,,False
316,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,2,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,172,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,2,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,222,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,5,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,,True
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,2,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,,True
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,False,,False
317,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,False,,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,10,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,12,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,10,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,15,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,47,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,52,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,11,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,14,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,56,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,90,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,True,132,False
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,True,,True
318,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,True,,True
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,2,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,3,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,4,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,11,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,True,83,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,True,,True
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,2,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,3,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,4,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,True,5,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,True,64,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,True,,True
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,2,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,3,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,17,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,True,29,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,True,43,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,True,80,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,2,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,3,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,17,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,True,29,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,True,43,False
319,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,True,80,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,2,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,3,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,2,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,3,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,2,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,3,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,2,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,3,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,False,,False
320,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,False,,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,4,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,14,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,19,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,65,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,109,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,4,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,16,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,19,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,69,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,True,122,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,8,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,9,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,12,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,105,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,True,109,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,3,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,5,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,6,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,36,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,True,39,False
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,True,,True
321,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,True,,True
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,2,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,3,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,9,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,62,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,True,117,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,True,,True
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,2,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,3,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,11,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,True,71,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,True,116,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,True,,True
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,2,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,6,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,7,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,True,34,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,True,,True
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,True,,True
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,2,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,6,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,7,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,True,34,False
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,True,,True
322,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,True,,True
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,2,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,3,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,9,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,25,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,2,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,3,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,10,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,True,27,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,2,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,3,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,4,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,True,8,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,2,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,3,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,4,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,True,8,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,False,,False
323,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,False,,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,2,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,3,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,178,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,,True
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,True,,True
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,True,,True
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,2,True,2,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,3,True,3,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,4,True,179,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,5,True,,True
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,6,True,,True
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,7,True,,True
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,1,True,1,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,2,True,2,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,3,True,3,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,4,True,16,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,5,True,17,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,6,True,20,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-MassPreserving,7,True,21,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,1,True,1,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,2,True,2,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,3,True,3,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,4,True,16,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,5,True,17,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,6,True,20,False
324,5,gsm8k:test:12:turn-0:e088a2ffbb09,Pairwise-after-root,7,True,21,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,1,True,1,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,2,True,2,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,3,True,3,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,4,True,8,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,5,True,9,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,6,True,10,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-FullMass,7,True,11,False
325,5,gsm8k:test:12:turn-0:e088a2ffbb09,Unary-Truncated,1,True,1,False
